time,en_14_45
2020-01-31,6417717.337059542
2020-02-29,7894902.486983144
2020-03-31,17569847.914194513
2020-04-30,23509682.17068258
2020-05-31,19313968.390549727
2020-06-30,18520655.311117664
2020-07-31,18949575.212308235
2020-08-31,15699858.186164172
2020-09-30,18035875.47726128
2020-10-31,7261736.3572364645
2020-11-30,6931176.205287078
2020-12-31,4168853.787032838
