time,en_aki_30
2020-01-31,134123.88801810707
2020-02-29,174667.41915775277
2020-03-31,401857.41723058774
2020-04-30,555082.786913937
2020-05-31,473911.2975488958
2020-06-30,456403.33095903223
2020-07-31,463959.16473386035
2020-08-31,374021.8584767302
2020-09-30,411320.06592495815
2020-10-31,163442.4352625364
2020-11-30,146769.02554120534
2020-12-31,85812.45125839153
