time,en_14_30
2020-01-31,6350114.491243879
2020-02-29,7845225.558913608
2020-03-31,17523793.258551765
2020-04-30,23558106.503018122
2020-05-31,19420880.21220994
2020-06-30,18632542.60286672
2020-07-31,19060998.226487476
2020-08-31,15747464.869716058
2020-09-30,18009813.33396432
2020-10-31,7234475.312195101
2020-11-30,6874129.124988835
2020-12-31,4122336.713439852
