time,en_aki_45
2020-01-31,154596.96351641405
2020-02-29,189175.85592703373
2020-03-31,420785.61449582136
2020-04-30,556492.0859058062
2020-05-31,449552.3018825611
2020-06-30,428001.1745492249
2020-07-31,437333.1886952199
2020-08-31,361581.8375294704
2020-09-30,424987.0298380327
2020-10-31,169893.1132596008
2020-11-30,166021.7464937957
2020-12-31,98770.18711511795
